prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
044 B,TFO2013,North sea,INACTIVE,NO,07.02.2014,07.02.2017,126.014,0.000,,24214379,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=24214379,,07.06.2017,13.02.2018,20.02.2019
044 C,TFO2014,North sea,INACTIVE,NO,06.02.2015,07.02.2017,12.421,0.000,,25611470,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=25611470,,07.06.2017,13.02.2018,20.02.2019
045,3,North sea,INACTIVE,NO,03.12.1976,02.12.1982,531.190,0.000,,21148,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21148,,10.03.2018,10.03.2018,20.02.2019
046,3,North sea,ACTIVE,NO,03.12.1976,31.12.2028,739.492,335.649,PRODUCTION EXTENDED,21156,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21156,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21156,10.01.2019,10.01.2019,20.02.2019
046 B,3,North sea,INACTIVE,YES OR PARTLY,28.11.2006,31.12.2017,14.461,0.000,,4227611,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4227611,,03.01.2018,04.01.2018,20.02.2019
046 BS,Awarded additionally to round 3,North sea,INACTIVE,YES OR PARTLY,28.11.2006,31.12.2017,9.740,0.000,,4227659,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4227659,,03.01.2018,04.01.2018,20.02.2019
046 C,3,North sea,INACTIVE,NO,21.12.2011,31.12.2014,9.928,0.000,,21350140,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21350140,,25.04.2018,25.04.2018,20.02.2019
046 D,TFO2011,North sea,INACTIVE,NO,03.02.2012,31.12.2018,36.337,0.000,,21559399,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21559399,,19.01.2019,20.01.2019,20.02.2019
046 E,TFO2014,North sea,ACTIVE,NO,06.02.2015,31.12.2028,12.030,8.690,PRODUCTION,25611579,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=25611579,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=25611579,17.05.2018,18.05.2018,20.02.2019
046 F,3,North sea,ACTIVE,NO,11.12.2015,31.12.2028,19.928,15.542,PRODUCTION,27159953,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27159953,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=27159953,17.05.2018,18.05.2018,20.02.2019
047,3,North sea,INACTIVE,NO,07.01.1977,31.12.1993,368.363,0.000,,21164,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21164,,10.03.2018,10.03.2018,20.02.2019
048,3,North sea,ACTIVE,NO,18.02.1977,31.12.2032,321.500,10.802,PRODUCTION EXTENDED,21172,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21172,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21172,17.05.2018,18.05.2018,20.02.2019
048 B,Awarded additionally to round 3,North sea,INACTIVE,NO,10.01.2001,31.12.2015,31.015,0.000,,1342723,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1342723,,01.08.2016,01.08.2016,20.02.2019
048 C,Awarded additionally to round 3,North sea,INACTIVE,NO,10.10.2005,18.02.2013,13.287,0.000,,3489506,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3489506,,01.08.2016,01.08.2016,20.02.2019
048 D,3,North sea,ACTIVE,NO,10.10.2005,31.12.2024,9.497,5.605,PRODUCTION EXTENDED,3489553,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3489553,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3489553,17.05.2018,06.02.2019,20.02.2019
048 E,Awarded additionally to round 3,North sea,ACTIVE,NO,09.12.2010,31.12.2028,17.966,17.966,PRODUCTION,18450020,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=18450020,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=18450020,17.05.2018,18.05.2018,20.02.2019
049,3,North sea,INACTIVE,NO,23.12.1977,23.12.1983,485.802,0.000,,21180,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21180,,10.03.2018,10.03.2018,20.02.2019
050,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,16.06.1978,30.06.2036,500.509,336.948,PRODUCTION EXTENDED,21188,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21188,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21188,17.05.2018,18.05.2018,20.02.2019
050 B,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,11.08.1995,30.06.2036,98.403,85.096,PRODUCTION EXTENDED,21196,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21196,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21196,17.05.2018,18.05.2018,20.02.2019
050 C,NST99,North sea,ACTIVE,YES OR PARTLY,04.06.1999,30.06.2036,50.271,6.701,PRODUCTION EXTENDED,102490,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=102490,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=102490,17.05.2018,18.05.2018,20.02.2019
050 D,TFO2006,North sea,ACTIVE,YES OR PARTLY,16.02.2007,10.09.2031,53.559,53.560,PRODUCTION EXTENDED,4237912,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237912,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4237912,21.11.2018,21.11.2018,20.02.2019
050 DS,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,06.10.2006,23.08.2023,3.947,3.947,PRODUCTION,4380141,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4380141,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4380141,14.11.2018,14.11.2018,20.02.2019
050 ES,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,63.949,63.949,PRODUCTION EXTENDED,21668200,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21668200,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21668200,08.12.2018,06.02.2019,20.02.2019
050 FS,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,2.091,2.091,PRODUCTION EXTENDED,21668235,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21668235,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21668235,08.12.2018,06.02.2019,20.02.2019
050 GS,NST99,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,6.701,6.701,PRODUCTION EXTENDED,21668262,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21668262,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21668262,08.12.2018,06.02.2019,20.02.2019
050 HS,TFO2006,North sea,ACTIVE,YES OR PARTLY,11.04.2012,10.09.2031,47.282,47.282,PRODUCTION,21668287,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21668287,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21668287,08.12.2018,06.02.2019,20.02.2019
050 IS,Awarded additionally to round 3,North sea,ACTIVE,YES OR PARTLY,23.05.2016,30.06.2036,3.337,3.337,PRODUCTION,28222868,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28222868,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28222868,17.05.2018,18.05.2018,20.02.2019
051,4,North sea,INACTIVE,NO,06.04.1979,06.04.2015,504.440,0.000,,21204,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21204,,29.04.2016,29.04.2016,20.02.2019
052,4,North sea,ACTIVE,NO,06.04.1979,31.12.2020,504.440,44.037,PRODUCTION EXTENDED,21212,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21212,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21212,17.05.2018,18.05.2018,20.02.2019
052 B,4,North sea,INACTIVE,NO,30.11.2001,06.04.2015,9.254,0.000,,1840712,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1840712,,30.03.2017,30.03.2017,20.02.2019
052 C,TFO2007,North sea,INACTIVE,NO,29.02.2008,01.03.2011,12.321,0.000,,4918046,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4918046,,01.08.2016,07.09.2017,20.02.2019
053,4,North sea,ACTIVE,NO,06.04.1979,01.03.2031,508.360,325.458,PRODUCTION EXTENDED,21220,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21220,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21220,17.05.2018,18.05.2018,20.02.2019
053 B,4,North sea,ACTIVE,NO,14.09.1998,06.04.2030,8.494,8.494,PRODUCTION EXTENDED,48207,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=48207,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=48207,11.12.2018,11.12.2018,20.02.2019
053 C,TFO2016,North sea,ACTIVE,NO,10.02.2017,10.02.2023,123.726,123.726,INITIAL,28941860,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28941860,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28941860,17.05.2018,09.02.2019,20.02.2019
054,4,North sea,ACTIVE,NO,06.04.1979,30.09.2030,504.440,319.718,PRODUCTION EXTENDED,21228,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21228,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21228,17.05.2018,18.05.2018,20.02.2019
055,4,North sea,ACTIVE,NO,06.04.1979,06.04.2030,508.360,122.198,PRODUCTION EXTENDED,21236,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21236,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21236,11.12.2018,11.12.2018,20.02.2019
055 B,NST99,North sea,ACTIVE,NO,04.06.1999,06.04.2030,27.947,5.084,PRODUCTION EXTENDED,102499,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=102499,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=102499,11.12.2018,11.12.2018,20.02.2019
055 C,Awarded additionally to NST99,North sea,ACTIVE,NO,27.06.2003,01.03.2031,5.071,5.071,PRODUCTION EXTENDED,2424830,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2424830,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=2424830,17.05.2018,18.05.2018,20.02.2019
055 D,TFO2012,North sea,ACTIVE,NO,08.02.2013,06.04.2030,22.018,22.018,PRODUCTION,22813096,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22813096,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=22813096,11.12.2018,11.12.2018,20.02.2019
056,4,North sea,INACTIVE,NO,06.04.1979,06.04.1987,488.659,0.000,,21244,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21244,,10.03.2018,10.03.2018,20.02.2019
057,4,North sea,ACTIVE,NO,06.04.1979,31.12.2040,492.619,116.884,PRODUCTION EXTENDED,21252,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21252,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21252,11.12.2018,11.12.2018,20.02.2019
058,4,North sea,INACTIVE,NO,06.04.1979,06.04.1989,496.569,0.000,,21260,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21260,,10.03.2018,10.03.2018,20.02.2019
059,5,Norwegian sea,INACTIVE,NO,18.01.1980,18.01.1986,436.310,0.000,,21268,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21268,,10.03.2018,10.03.2018,20.02.2019
060,5,Barents sea,INACTIVE,NO,18.01.1980,18.01.1986,335.884,0.000,,21276,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21276,,10.03.2018,10.03.2018,20.02.2019
061,5,Barents sea,INACTIVE,NO,18.01.1980,31.12.1993,335.884,0.000,,21284,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21284,,10.03.2018,10.03.2018,20.02.2019
062,5,Norwegian sea,ACTIVE,NO,27.03.1981,10.04.2027,436.310,51.041,PRODUCTION EXTENDED,21292,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21292,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21292,11.12.2018,11.12.2018,20.02.2019
063,5,Barents sea,INACTIVE,NO,27.03.1981,27.03.1987,331.606,0.000,,21300,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21300,,10.03.2018,10.03.2018,20.02.2019
064,5,Barents sea,ACTIVE,NO,27.03.1981,01.10.2035,331.606,134.853,PRODUCTION EXTENDED,21308,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21308,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21308,17.05.2018,18.05.2018,20.02.2019
065,6,North sea,ACTIVE,NO,21.08.1981,01.01.2029,365.661,58.366,PRODUCTION EXTENDED,21316,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21316,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21316,15.01.2019,15.01.2019,20.02.2019
065 B,TFO2017,North sea,ACTIVE,NO,02.03.2018,01.01.2022,9.404,9.404,PRODUCTION,30977515,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977515,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30977515,15.01.2019,15.01.2019,20.02.2019
066,6,North sea,INACTIVE,NO,21.08.1981,31.12.2002,565.894,0.000,,21324,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21324,,29.04.2016,29.04.2016,20.02.2019
067,6,North sea,INACTIVE,NO,21.08.1981,01.01.1999,183.915,0.000,,21332,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21332,,29.04.2016,29.04.2016,20.02.2019
068,6,North sea,INACTIVE,NO,21.08.1981,01.01.1992,219.413,0.000,,21340,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21340,,10.03.2018,10.03.2018,20.02.2019
069,6,North sea,INACTIVE,NO,21.08.1981,31.12.1999,558.364,0.000,,21348,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21348,,29.04.2016,29.04.2016,20.02.2019
070,6,North sea,INACTIVE,NO,21.08.1981,31.12.1999,415.755,0.000,,21356,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21356,,29.04.2016,29.04.2016,20.02.2019
071,6,North sea,INACTIVE,NO,21.08.1981,01.01.1989,366.771,0.000,,21364,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21364,,10.03.2018,10.03.2018,20.02.2019
072,6,North sea,ACTIVE,NO,21.08.1981,31.12.2022,543.172,39.938,PRODUCTION EXTENDED,21372,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21372,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21372,17.05.2018,18.05.2018,20.02.2019
072 B,6,North sea,ACTIVE,NO,24.09.2001,31.12.2028,79.606,10.849,PRODUCTION EXTENDED,1630345,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1630345,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=1630345,08.02.2019,08.02.2019,20.02.2019
072 C,6,North sea,INACTIVE,NO,21.12.2011,31.12.2014,21.666,0.000,,21350207,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21350207,,25.04.2018,25.04.2018,20.02.2019
072 D,TFO2013,North sea,INACTIVE,NO,07.02.2014,16.11.2016,14.482,0.000,,24214398,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=24214398,,28.11.2016,07.09.2017,20.02.2019
072 E,TFO2014,North sea,INACTIVE,NO,06.02.2015,16.11.2016,3.622,0.000,,25611559,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=25611559,,28.11.2016,07.09.2017,20.02.2019
072 F,6,North sea,INACTIVE,NO,13.08.2015,31.12.2016,17.195,0.000,,26464459,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=26464459,,30.03.2017,30.03.2017,20.02.2019
073,5,Norwegian sea,ACTIVE,NO,23.04.1982,31.12.2029,440.392,73.479,PRODUCTION EXTENDED,21380,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21380,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21380,11.12.2018,11.12.2018,20.02.2019
073 B,TFO2004,Norwegian sea,ACTIVE,NO,17.12.2004,31.12.2029,16.169,16.169,PRODUCTION,2987414,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2987414,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=2987414,11.12.2018,11.12.2018,20.02.2019
074,5,Norwegian sea,ACTIVE,NO,23.04.1982,10.04.2027,440.392,99.659,PRODUCTION EXTENDED,21388,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21388,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21388,11.12.2018,11.12.2018,20.02.2019
074 B,TFO2007,Norwegian sea,ACTIVE,NO,29.02.2008,10.04.2027,5.875,5.875,PRODUCTION,4918544,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4918544,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4918544,11.12.2018,11.12.2018,20.02.2019
075,5,Norwegian sea,INACTIVE,NO,23.04.1982,23.04.1988,436.310,0.000,,21396,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21396,,10.03.2018,10.03.2018,20.02.2019
076,5,Barents sea,INACTIVE,NO,23.04.1982,23.04.1988,331.606,0.000,,21404,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21404,,10.03.2018,10.03.2018,20.02.2019
077,5,Barents sea,ACTIVE,NO,23.04.1982,01.10.2035,331.606,76.463,PRODUCTION EXTENDED,21412,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21412,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21412,17.05.2018,18.05.2018,20.02.2019
078,5,Barents sea,ACTIVE,NO,23.04.1982,01.10.2035,331.606,66.043,PRODUCTION EXTENDED,21420,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21420,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21420,17.05.2018,18.05.2018,20.02.2019
079,Awarded additionally to round 6,North sea,ACTIVE,NO,20.08.1982,01.03.2031,102.167,102.167,PRODUCTION EXTENDED,34635,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=34635,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=34635,21.08.2018,21.08.2018,20.02.2019
080,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,411.636,0.000,,21436,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21436,,10.03.2018,10.03.2018,20.02.2019
081,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,415.770,0.000,,21444,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21444,,10.03.2018,10.03.2018,20.02.2019
082,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,419.895,0.000,,21452,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21452,,10.03.2018,10.03.2018,20.02.2019
083,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,419.895,0.000,,21460,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21460,,10.03.2018,10.03.2018,20.02.2019
084,7,Norwegian sea,INACTIVE,NO,10.12.1982,10.12.1988,415.770,0.000,,21468,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21468,,10.03.2018,10.03.2018,20.02.2019
085,Awarded additionally to round 7,North sea,ACTIVE,NO,08.07.1983,30.09.2030,1521.160,795.344,PRODUCTION,21476,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21476,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21476,17.05.2018,18.05.2018,20.02.2019
085 B,Awarded additionally to round 7,North sea,ACTIVE,NO,11.09.1992,08.07.2030,27.166,27.166,PRODUCTION,21484,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21484,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21484,17.05.2018,18.05.2018,20.02.2019
085 C,Awarded additionally to round 7,North sea,ACTIVE,NO,25.01.2002,30.09.2030,18.534,18.534,PRODUCTION,2051285,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2051285,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=2051285,17.05.2018,18.05.2018,20.02.2019
085 D,TFO2005,North sea,INACTIVE,NO,06.01.2006,01.01.2008,97.304,0.000,,3810164,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810164,,01.08.2016,07.09.2017,20.02.2019
086,8,North sea,INACTIVE,NO,09.03.1984,01.01.2001,594.788,0.000,,21492,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21492,,29.04.2016,29.04.2016,20.02.2019
087,8,North sea,INACTIVE,NO,09.03.1984,31.12.1994,539.346,0.000,,21500,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21500,,10.03.2018,10.03.2018,20.02.2019
088,8,North sea,INACTIVE,YES OR PARTLY,09.03.1984,31.12.2014,401.128,0.000,,21508,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21508,,29.04.2016,29.04.2016,20.02.2019
088 BS,8,North sea,ACTIVE,YES OR PARTLY,21.03.2003,09.03.2022,97.054,61.753,PRODUCTION,2787418,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2787418,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=2787418,30.03.2017,30.03.2017,20.02.2019
089,8,North sea,ACTIVE,NO,09.03.1984,31.12.2040,446.846,307.851,PRODUCTION,21516,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21516,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21516,26.07.2018,26.07.2018,20.02.2019
090,8,North sea,ACTIVE,NO,09.03.1984,09.03.2024,500.509,181.640,PRODUCTION,21524,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21524,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21524,17.05.2018,18.05.2018,20.02.2019
