wlbnpdidwellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
4912,"25/11-G-9","25/11-G-9","GRANE","169 B1","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","GRANE","GRANE",2004-03-28 00:00:00+01,2004-05-18 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",127.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4912","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=4912","NO","POINT(2.487247 59.165261)"
8346,"31/2-P-21","31/2-P-21 CY1H","TROLL","054","DEVELOPMENT","Statoil Petroleum AS","YES","SONGA ENDURANCE","TROLL P2",2018-01-26 00:00:00+01,2018-03-15 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",337.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8346","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=8346","NO","POINT(3.494219 60.876564)"
3149,"6506/12-P-3","6506/12-P-3 H","ÅSGARD","094","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN ARCTIC","ÅSGARD P",1997-08-12 00:00:00+02,1997-11-05 00:00:00+01,"OIL/GAS","PLUGGED",81,"PRODUCTION",308.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3149","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3149","NO","POINT(6.879347 65.023033)"
8319,"6604/5-U-1","6604/5-U-1",,"894","OTHER","Wintershall Norge AS","NO","WEST PHOENIX",,2018-01-11 00:00:00+01,,,"SUSPENDED",0,"PILOT",1219.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8319",,"NO","POINT(4.548892 66.593206)"
7471,"6406/3-U-4","6406/3-U-4",,"475 BS","OTHER","Wintershall Norge ASA","NO","BUCENTAUR",,2010-05-20 00:00:00+02,2010-05-20 00:00:00+02,,"P&A",0,"SOIL DRILLING",304.1,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7471",,"NO","POINT(6.976619 64.974433)"
8347,"31/2-P-21","31/2-P-21 CY2H","TROLL","054","DEVELOPMENT","Statoil Petroleum AS","YES","SONGA ENDURANCE","TROLL P2",2018-03-16 00:00:00+01,2018-03-29 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",337.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8347","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=8347","NO","POINT(3.494219 60.876564)"
8532,"2/4-X-39","2/4-X-39 B","EKOFISK","018 ","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","EKOFISK X","EKOFISK X",2018-07-04 00:00:00+02,2018-07-21 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",76.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8532","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=8532","NO","POINT(3.218975 56.547764)"
7663,"25/11-A-27","25/11-A-27 H","BALDER","001","DEVELOPMENT","ExxonMobil Exploration and Production Norway AS","NO","WEST ALPHA","BALDER FPU",2015-04-10 00:00:00+02,2015-05-07 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",126.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7663","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=7663","NO","POINT(2.357669 59.190922)"
3150,"6506/12-P-3","6506/12-P-3 AH","ÅSGARD","094","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN ARCTIC","ÅSGARD P",1997-11-09 00:00:00+01,1997-12-06 00:00:00+01,"OIL","CLOSED",50,"PRODUCTION",308.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3150","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3150","NO","POINT(6.879347 65.023033)"
8619,"8/10-7","8/10-7 S",,"405 ","EXPLORATION","Spirit Energy Norway AS","NO","MAERSK INTERCEPTOR",,2018-12-04 00:00:00+01,2019-01-04 00:00:00+01,"DRY","P&A",1,"WILDCAT",66.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8619","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=8619","NO","POINT(3.05875 57.115225)"
1982,"34/10-B-23","34/10-B-23","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS B","GULLFAKS B",1992-06-14 00:00:00+02,1992-08-30 00:00:00+02,"OIL/GAS","ONLINE/OPERATIONAL",81,"PRODUCTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1982","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1982","NO","POINT(2.201831 61.202783)"
8077,"16/3-U-1","16/3-U-1 A","JOHAN SVERDRUP","501","OTHER","Statoil Petroleum AS","NO","DEEPSEA ATLANTIC",,2016-12-24 00:00:00+01,2017-01-10 00:00:00+01,"DRY","P&A",1,"APPRAISAL",118.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8077",,"NO","POINT(2.783853 58.768525)"
643,"2/8-A-15","2/8-A-15","VALHALL","006","DEVELOPMENT","Amoco Norway Oil Company","NO","VALHALL","VALHALL DP",1985-01-09 00:00:00+01,1985-01-28 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",69.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=643","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=643","NO","POINT(3.395517 56.278008)"
7472,"6406/3-U-5","6406/3-U-5",,"475 BS","OTHER","Wintershall Norge ASA","NO","BUCENTAUR",,2014-05-20 00:00:00+02,2014-05-21 00:00:00+02,,,0,"SOIL DRILLING",304.3,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7472",,"NO","POINT(6.976675 64.974631)"
3163,"34/10-F-4","34/10-F-4 H","GULLFAKS SØR","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANS. WILDCAT","GULLFAKS SØR F",1997-08-09 00:00:00+02,1997-10-06 00:00:00+02,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3163","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3163","NO","POINT(2.276614 61.097725)"
8348,"31/2-P-21","31/2-P-21 CY3H","TROLL","054","DEVELOPMENT","Statoil Petroleum AS","YES","SONGA ENDURANCE","TROLL P2",2018-03-30 00:00:00+02,2018-05-01 00:00:00+02,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",337.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8348","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=8348","NO","POINT(3.494219 60.876564)"
1249,"2/4-C-4","2/4-C-4","EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","EKOFISK C","EKOFISK C",1988-02-07 00:00:00+01,1988-04-04 00:00:00+02,"OIL","CLOSED",50,"PRODUCTION",73.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1249","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1249","NO","POINT(3.215561 56.548039)"
1983,"2/4-D-13","2/4-D-13 A","VEST EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","VEST EKOFISK","VEST EKOFISK",1992-07-24 00:00:00+02,1992-09-03 00:00:00+02,"GAS","P&A",90,"PRODUCTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1983","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1983","NO","POINT(3.085686 56.563092)"
8352,"34/10-A-35","34/10-A-35 A","GULLFAKS","050","DEVELOPMENT","Statoil Petroleum AS","NO","GULLFAKS A","GULLFAKS A",2018-04-07 00:00:00+02,2018-04-30 00:00:00+02,"WATER","ONLINE/OPERATIONAL",173,"INJECTION",134.300000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8352","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=8352","NO","POINT(2.189697 61.1761)"
3164,"34/10-F-4","34/10-F-4 AH","GULLFAKS SØR","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANS. WILDCAT","GULLFAKS SØR F",1997-10-07 00:00:00+02,1997-12-26 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3164","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3164","NO","POINT(2.276614 61.097725)"
3304,"2/4-X-10","2/4-X-10","EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","MÆRSK GALLANT","EKOFISK X",1997-12-16 00:00:00+01,1998-01-26 00:00:00+01,"OIL","CLOSED",50,"PRODUCTION",76.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3304","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3304","NO","POINT(3.218928 56.547522)"
7757,"31/2-M-12","31/2-M-12 AY2H","TROLL","054","DEVELOPMENT","Statoil Petroleum AS","YES","STENA DON","TROLL M1",2015-12-18 00:00:00+01,2016-01-11 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",345.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7757","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=7757","NO","POINT(3.626486 60.915633)"
2032,"34/10-B-25","34/10-B-25","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS B","GULLFAKS B",1992-11-22 00:00:00+01,1993-04-30 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2032","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2032","NO","POINT(2.201439 61.203061)"
2279,"2/4-B-24","2/4-B-24 A","EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","EKOFISK B","EKOFISK B",1994-01-27 00:00:00+01,1994-04-22 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2279","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2279","NO","POINT(3.2036 56.565219)"
7473,"6406/3-U-6","6406/3-U-6",,"475 BS","OTHER","Wintershall Norge ASA","NO","BUCENTAUR",,2014-05-20 00:00:00+02,2014-05-20 00:00:00+02,,"P&A",0,"SOIL DRILLING",304.2,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7473",,"NO","POINT(6.976733 64.974828)"
900,"2/4-D-3","2/4-D-3","VEST EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","VEST EKOFISK","VEST EKOFISK",1986-11-13 00:00:00+01,1987-01-07 00:00:00+01,"GAS","P&A",90,"PRODUCTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=900","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=900","NO","POINT(3.085725 56.563044)"
7888,"33/12-B-24","33/12-B-24 C","STATFJORD","037","DEVELOPMENT","Statoil Petroleum AS","NO","STATFJORD B","STATFJORD B",2016-02-07 00:00:00+01,2016-02-20 00:00:00+01,"OIL/GAS","ONLINE/OPERATIONAL",81,"PRODUCTION",145.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7888","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=7888","NO","POINT(1.830925 61.206686)"
1989,"30/9-B-18","30/9-B-18","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1992-07-10 00:00:00+02,1992-09-25 00:00:00+02,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1989","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1989","NO","POINT(2.828672 60.493419)"
6310,"2/4-X-43","2/4-X-43 A","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","EKOFISK X","EKOFISK X",2010-03-31 00:00:00+02,2010-07-03 00:00:00+02,"OIL","CLOSED",50,"PRODUCTION",78.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6310","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=6310","NO","POINT(3.218983 56.547783)"
3170,"15/9-B-4","15/9-B-4","SLEIPNER VEST","046","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","WEST EPSILON","SLEIPNER B",1997-07-02 00:00:00+02,1997-11-26 00:00:00+01,"GAS","PLUGGED",90,"PRODUCTION",108.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3170","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3170","NO","POINT(1.717875 58.417994)"
3359,"6407/7-A-17","6407/7-A-17 H","NJORD","107","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","NJORD","NJORD A",1998-10-29 00:00:00+01,1999-01-29 00:00:00+01,"OIL","CLOSED",50,"PRODUCTION",330.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3359","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3359","NO","POINT(7.201142 64.271347)"
620,"2/4-B-16","2/4-B-16","EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","EKOFISK B","EKOFISK B",1980-06-10 00:00:00+02,1980-08-14 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=620","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=620","NO","POINT(3.203622 56.565197)"
1007,"2/8-A-21","2/8-A-21 A","VALHALL","006","DEVELOPMENT","Amoco Norway Oil Company","NO","VALHALL","VALHALL DP",1986-10-12 00:00:00+01,1986-10-21 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",69.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1007","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1007","NO","POINT(3.395483 56.278081)"
5231,"2/4-M-7","2/4-M-7","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","MÆRSK INNOVATOR","EKOFISK M",2006-01-21 00:00:00+01,2006-02-19 00:00:00+01,"OIL","CLOSED",50,"PRODUCTION",78.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5231","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=5231","NO","POINT(3.223131 56.545475)"
5920,"2/4-X-35","2/4-X-35 A","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","EKOFISK X","EKOFISK X",2009-06-19 00:00:00+02,2010-11-30 00:00:00+01,"OIL","CLOSED",50,"PRODUCTION",78.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5920","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=5920","NO","POINT(3.218967 56.547742)"
7474,"6406/3-U-7","6406/3-U-7",,"475 BS","OTHER","Wintershall Norge ASA","NO","BUCENTAUR",,2014-05-18 00:00:00+02,2014-05-19 00:00:00+02,,,0,"SOIL DRILLING",303.6,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7474",,"NO","POINT(6.954544 64.947036)"
8593,"2/4-X-18","2/4-X-18 AY1","EKOFISK","018 ","DEVELOPMENT","ConocoPhillips Skandinavia AS","YES","EKOFISK X","EKOFISK X",2018-12-01 00:00:00+01,2018-12-22 00:00:00+01,"OIL","ONLINE/OPERATIONAL",50,"PRODUCTION",76.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8593","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=8593","NO","POINT(3.21895 56.547561)"
3308,"31/2-L-41","31/2-L-41","TROLL","054","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","WEST VANGUARD",,1998-01-27 00:00:00+01,1998-02-10 00:00:00+01,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",329.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3308","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3308","NO","POINT(3.580569 60.812319)"
757,"33/12-B-34","33/12-B-34","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD B","STATFJORD B",1982-08-22 00:00:00+02,1982-11-05 00:00:00+01,"GAS","PLUGGED",91,"INJECTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=757","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=757","NO","POINT(1.830925 61.206642)"
3378,"34/7-E-2","34/7-E-2 H","VIGDIS","089","DEVELOPMENT","Saga Petroleum ASA","NO","SCARABEO 5","VIGDIS E",1998-04-29 00:00:00+02,1998-05-30 00:00:00+02,"WATER","ONLINE/OPERATIONAL",173,"INJECTION",283.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3378","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=3378","NO","POINT(2.067972 61.398508)"
7475,"6406/3-U-8","6406/3-U-8",,"475 BS","OTHER","Wintershall Norge ASA","NO","BUCENTAUR",,2014-05-19 00:00:00+02,2014-05-19 00:00:00+02,,,0,"SOIL DRILLING",303.8,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7475",,"NO","POINT(6.954564 64.947231)"
5000,"25/8-15","25/8-15 S","RINGHORNE ØST","027","EXPLORATION","Esso Exploration and Production Norway A/S","NO","RINGHORNE",,2004-07-13 00:00:00+02,2004-08-07 00:00:00+02,"OIL","P&A",5,"APPRAISAL",128.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5000","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=5000","NO","POINT(2.449869 59.266147)"
8485,"25/4-13","25/4-13 S","ALVHEIM","203 ","EXPLORATION","Aker BP ASA","NO","DEEPSEA STAVANGER",,2018-06-06 00:00:00+02,2018-09-28 00:00:00+02,"OIL/GAS","P&A",13,"APPRAISAL",121.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8485","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=8485","NO","POINT(2.074244 59.510894)"
7072,"34/8-15","34/8-15 S","VISUND","120","EXPLORATION","Statoil Petroleum AS","NO","COSLPioneer",,2013-01-03 00:00:00+01,2013-02-19 00:00:00+01,"GAS","P&A",9,"APPRAISAL",378.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7072","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=7072","NO","POINT(2.589122 61.435028)"
1016,"1/9-A-2","1/9-A-2 H","TOMMELITEN GAMMA","044","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","ROSS ISLE","TOMMELITEN",1986-11-25 00:00:00+01,1986-12-30 00:00:00+01,"GAS","P&A",90,"PRODUCTION",75.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1016","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1016","NO","POINT(2.924133 56.492128)"
866,"33/12-B-35","33/12-B-35","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD B","STATFJORD B",1985-12-02 00:00:00+01,1986-01-04 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=866","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=866","NO","POINT(1.830753 61.206658)"
700,"2/4-D-13","2/4-D-13","VEST EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","VEST EKOFISK","VEST EKOFISK",1977-02-06 00:00:00+01,1977-07-26 00:00:00+02,"GAS","P&A",90,"PRODUCTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=700","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=700","NO","POINT(3.085686 56.563092)"
7476,"6406/3-U-9","6406/3-U-9",,"475 BS","OTHER","Wintershall Norge ASA","NO","BUCENTAUR",,2014-05-19 00:00:00+02,2014-05-19 00:00:00+02,,,0,"SOIL DRILLING",303.9,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7476",,"NO","POINT(6.954606 64.947422)"
4719,"2/4-X-14","2/4-X-14","EKOFISK","018","DEVELOPMENT","ConocoPhillips Skandinavia AS","NO","EKOFISK X","EKOFISK X",2003-05-14 00:00:00+02,2003-06-07 00:00:00+02,"OIL","CLOSED",50,"PRODUCTION",78.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4719","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=4719","NO","POINT(3.218942 56.547539)"
8269,"35/8-U-3","35/8-U-3",,"418","OTHER","Wintershall Norge AS","NO","BUCENTAUR",,2017-10-08 00:00:00+02,2017-10-08 00:00:00+02,,"P&A",0,"SOIL DRILLING",367.600000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8269",,"NO","POINT(3.665853 61.276139)"
8270,"35/8-U-4","35/8-U-4",,"418","OTHER","Wintershall Norge AS","NO","BUCENTAUR",,2017-10-08 00:00:00+02,2017-10-09 00:00:00+02,,"P&A",0,"SOIL DRILLING",368.400000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8270",,"NO","POINT(3.665797 61.285458)"
1179,"2/4-K-20","2/4-K-20","EKOFISK","018","DEVELOPMENT","Phillips Petroleum Company Norway","NO","EKOFISK K","EKOFISK K",1987-09-18 00:00:00+02,1988-11-28 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1179","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1179","NO","POINT(3.206092 56.565514)"
1021,"1/9-A-3","1/9-A-3 H","TOMMELITEN GAMMA","044","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","ROSS ISLE","TOMMELITEN",1987-01-04 00:00:00+01,1987-02-11 00:00:00+01,"GAS","P&A",90,"PRODUCTION",75.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1021","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1021","NO","POINT(2.924203 56.492083)"
